Asset,Method,c1,c2,g1,g2,w1,a1,b1,w2,a2,b2,p11,p22,LogLik,Converged,AIC,BIC,T_obs,Market,Has_Exo,Pivot,Persist_S1,Persist_S2
JPY=X,particle,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.2,0.2,0.6,0.9,0.9,-2108.906020167212,False,4237.812040334424,4297.221437957702,2810,Forex,False,,0.7999999999999999,0.8
AUDUSD=X,gray,-0.0003685543707746,0.0124705020218877,0.0,0.0,0.0001,0.0001,0.0001,0.1189827236072739,0.099998780432074,0.9,0.4327501536133893,0.7539701048020536,-510.71369486407343,True,1041.4273897281469,1100.8367873514248,2810,Forex,False,,0.0002,0.999998780432074
AUDUSD=X,plugin,-2.293807216994928e-05,-0.0158188058583826,0.0,0.0,0.0001,0.0001,0.0001,0.017353184140582,0.0866245216113339,0.9,0.4712949202961658,0.7732030583100793,-376.1379447146352,True,772.2758894292704,831.6852870525482,2810,Forex,False,,0.0002,0.986624521611334
AUDUSD=X,quadrature,-0.0125698047530935,0.0003318228822952,0.0,0.0,0.0350417326227741,0.1698287327369676,0.8275838576187277,0.0001,0.0001,0.0001,0.7514761839104797,0.4062418474872037,-540.0927378539583,True,1100.1854757079166,1159.5948733311943,2810,Forex,False,,0.9974125903556953,0.0002
AUDUSD=X,particle,5.21040824108981e-06,-5.21040824108981e-06,0.0,0.0,0.0999998958960433,0.1000008336653185,0.6999992706470544,0.2000018757469668,0.2000007294571537,0.5999993748552193,0.9000000937873484,0.9000000937873484,-2384.222150755143,True,4788.444301510286,4847.853699133564,2810,Forex,False,,0.8000001043123729,0.800000104312373
CHF=X,gray,0.0093512116543438,0.0002718208169637,0.0,0.0,0.0686749141043487,0.2163219680306673,0.7800076046998318,0.0001,0.0001,0.0001,0.7638359919692387,0.4720606555005904,302.30051906163175,True,-584.6010381232635,-525.1916404999856,2810,Forex,False,,0.996329572730499,0.0002
CHF=X,plugin,-0.0005014198338704,0.0001749133497676,0.0,0.0,0.0244217770552979,0.1621964741446412,0.7875916858061761,0.0001,0.0001,0.0001,0.7654939932262489,0.4830076531762475,372.1221610352312,True,-724.2443220704623,-664.8349244471844,2810,Forex,False,,0.9497881599508173,0.0002
CHF=X,quadrature,0.0008253153837491,0.0001796220117535,0.0,0.0,0.0001,0.1670224364650888,0.8113902011730434,0.0001,0.0001,0.0001,0.7539238276578624,0.4699932357703075,286.8286692749386,True,-553.6573385498772,-494.24794092659926,2810,Forex,False,,0.9784126376381321,0.0002
CHF=X,particle,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.2,0.2,0.6,0.9,0.9,-1913.4084976383597,False,3846.816995276719,3906.226392899997,2810,Forex,False,,0.7999999999999999,0.8
EURGBP=X,gray,0.0045797151025104,0.0002971749337192,0.0,0.0,0.2237027608740937,0.080146141316554,0.003604342896514,0.0001,0.0001,0.0001,0.7493751961969672,0.4940693145342786,274.11236237849994,True,-528.2247247569999,-468.815327133722,2810,Forex,False,,0.083750484213068,0.0002
EURGBP=X,plugin,0.0114376293981561,0.0002147614672786,0.0,0.0,0.0057361026473864,0.0999979973802636,0.9,0.0001,0.0001,0.0001,0.8046048257822803,0.6120931919936622,557.1116326942855,True,-1094.223265388571,-1034.813867765293,2810,Forex,False,,0.9999979973802636,0.0002
EURGBP=X,quadrature,0.0003071620876435,0.0043768809362615,0.0,0.0,0.0001,0.0001,0.0001,0.2238771332161497,0.0796678454000607,0.0001,0.4958536603086416,0.7477029217286411,252.2569851886949,True,-484.5139703773898,-425.1045727541119,2810,Forex,False,,0.0002,0.0797678454000607
EURGBP=X,particle,-7.700891740169177e-08,7.700891740169177e-08,0.0,0.0,0.0999999984613618,0.0999999984613618,0.6999999892202917,0.1999999969211835,0.1999999969211835,0.600000004620535,0.9000000013861605,0.9000000013861605,-1878.740242809889,True,3777.480485619778,3836.889883243056,2810,Forex,False,,0.7999999876816535,0.8000000015417186
EURUSD=X,gray,-0.0040668947403037,-0.0005157293616002,0.0,0.0,0.0696654651815098,0.0991085513620097,0.9,0.0001,0.0001,0.0001,0.7488488714028827,0.4933913358448408,308.27760718364,True,-596.55521436728,-537.1458167440021,2810,Forex,False,,0.9991085513620097,0.0002
EURUSD=X,plugin,-0.0084640739978291,-7.239603701408947e-05,0.0,0.0,0.0085591502110564,0.0901692053231857,0.9,0.0001,0.0001,0.0001,0.7668539122738128,0.4815046977899707,399.99323652801337,True,-779.9864730560267,-720.5770754327489,2810,Forex,False,,0.9901692053231858,0.0002
EURUSD=X,quadrature,-0.004422208919563,-6.299115798122247e-05,0.0,0.0,0.0001,0.1158088093494548,0.8262893440349444,0.0001,0.0001,0.0001,0.7519448906241042,0.4557268070357418,291.54772606426974,True,-563.0954521285395,-503.6860545052616,2810,Forex,False,,0.9420981533843992,0.0002
EURUSD=X,particle,-6.552221277599897e-07,-6.894628464602521e-07,0.0,0.0,0.0999999690894196,0.0999999990461382,0.7000000134303693,0.2000002350937357,0.2000000715323877,0.5999999209138053,0.8999998756211364,0.899999868251239,-1893.041841508827,True,3806.083683017654,3865.493080640932,2810,Forex,False,,0.8000000124765075,0.7999999924461929
GBPUSD=X,gray,-0.000176915463138,-0.0019138409520289,0.0007404747873163,0.0400690680765796,0.0001,0.0001,0.0001,0.0987095521287069,0.149602281390949,0.8502666031966841,0.4826470709075467,0.7469664951872663,-54.16287266122785,True,132.3257453224557,203.6170224703892,2810,Forex,True,EURUSD=X,0.0002,0.9998688845876331
GBPUSD=X,plugin,-0.0014705887862595,-0.0001365710422288,0.0085648200360429,0.00047703057044,0.012024313357544,0.0904708193217769,0.9,0.0001,0.0001,0.0008854798150058,0.7643500403147082,0.482226885544588,63.75207423949694,True,-103.50414847899388,-32.212871331060384,2810,Forex,True,EURUSD=X,0.9904708193217769,0.0009854798150058
GBPUSD=X,quadrature,0.0013713873872892,6.201216292035311e-05,0.0177111168852565,0.0007045049627375,0.0188834311896495,0.2002227450157727,0.7964960540217522,0.0001,0.0001,0.0001,0.7482821001149055,0.4411228396228184,-78.17150256677131,True,180.34300513354265,251.6342822814761,2810,Forex,True,EURUSD=X,0.9967187990375248,0.0002
